374,222,2,96240,1604
596,415,0,96240,1604
951,676,0,96240,1604
1018,222,2,96240,1604
888,406,0,96240,1604
546,386,0,96240,1604
45,200,2,96240,1604
1109,492,0,96240,1604
1143,488,0,96240,1604
89,188,2,96240,1604
267,304,0,96240,1604
215,302,0,96240,1604
463,416,0,96240,1604
817,362,0,96240,1604
1259,411,0,96240,1604
970,311,0,96240,1604
660,347,0,96240,1604
361,368,0,96240,1604
87,375,56,96240,1604
470,314,13,96240,1604
474,307,0,96240,1604
553,446,0,96240,1604
953,241,7,96240,1604
1042,506,0,96240,1604
313,449,56,96240,1604
1244,283,2,96240,1604
1238,412,0,96240,1604
405,374,0,96240,1604
236,315,13,96240,1604
127,365,56,96240,1604
