503,417,0,92580,1543
150,206,2,92580,1543
681,508,0,92580,1543
659,469,0,92580,1543
1017,221,2,92580,1543
1010,349,0,92580,1543
390,431,0,92580,1543
1092,488,0,92580,1543
1147,492,0,92580,1543
95,182,2,92580,1543
813,347,0,92580,1543
267,304,0,92580,1543
672,323,0,92580,1543
213,306,0,92580,1543
453,311,0,92580,1543
1225,277,2,92580,1543
767,328,0,92580,1543
252,242,0,92580,1543
1128,236,2,92580,1543
490,330,13,92580,1543
57,262,0,92580,1543
314,282,0,92580,1543
950,323,0,92580,1543
348,396,38,92580,1543
1185,237,2,92580,1543
243,294,0,92580,1543
516,343,13,92580,1543
528,314,0,92580,1543
51,177,2,92580,1543
