1055,492,0,62040,1034
142,201,2,62040,1034
1144,381,0,62040,1034
375,418,0,62040,1034
296,214,2,62040,1034
699,244,2,62040,1034
1082,257,2,62040,1034
183,348,0,62040,1034
446,310,0,62040,1034
791,342,0,62040,1034
212,304,0,62040,1034
95,183,2,62040,1034
763,344,0,62040,1034
1014,323,0,62040,1034
264,306,0,62040,1034
473,348,0,62040,1034
525,254,0,62040,1034
594,231,2,62040,1034
388,447,26,62040,1034
49,177,2,62040,1034
458,319,13,62040,1034
541,312,0,62040,1034
1018,224,2,62040,1034
500,253,0,62040,1034
600,256,0,62040,1034
735,293,0,62040,1034
243,320,13,62040,1034
1078,282,0,62040,1034
54,217,0,62040,1034
299,247,0,62040,1034
1072,549,13,62040,1034
410,414,13,62040,1034
1127,295,0,62040,1034
473,256,13,62040,1034
483,313,13,62040,1034
