662,360,0,97680,1628
1018,222,2,97680,1628
280,377,0,97680,1628
267,195,7,97680,1628
1226,269,2,97680,1628
973,311,0,97680,1628
827,399,0,97680,1628
1108,492,0,97680,1628
1143,488,0,97680,1628
600,349,0,97680,1628
83,205,2,97680,1628
215,306,0,97680,1628
632,386,0,97680,1628
267,302,0,97680,1628
10,328,0,97680,1628
319,386,0,97680,1628
410,390,0,97680,1628
362,402,0,97680,1628
1128,236,2,97680,1628
1045,506,0,97680,1628
960,261,2,97680,1628
433,316,13,97680,1628
408,354,0,97680,1628
83,205,7,97680,1628
1040,275,0,97680,1628
451,309,0,97680,1628
50,174,2,97680,1628
229,314,13,97680,1628
1013,271,0,97680,1628
737,339,0,97680,1628
821,354,0,97680,1628
462,250,0,97680,1628
604,247,0,97680,1628
