993,545,0,59220,987
1045,426,0,59220,987
446,310,0,59220,987
1018,224,2,59220,987
96,185,2,59220,987
577,340,0,59220,987
406,378,0,59220,987
212,305,0,59220,987
266,307,0,59220,987
1108,366,0,59220,987
668,261,0,59220,987
1214,266,2,59220,987
300,255,0,59220,987
523,254,0,59220,987
817,328,0,59220,987
1076,491,0,59220,987
1021,371,0,59220,987
479,331,13,59220,987
47,178,2,59220,987
1183,239,2,59220,987
1007,477,0,59220,987
1147,354,0,59220,987
1020,486,0,59220,987
545,355,13,59220,987
241,292,0,59220,987
606,281,0,59220,987
553,247,0,59220,987
161,342,0,59220,987
1114,304,0,59220,987
1057,491,0,59220,987
