97,184,2,79440,1324
626,231,2,79440,1324
1033,475,0,79440,1324
179,359,0,79440,1324
785,434,0,79440,1324
308,213,2,79440,1324
1112,446,0,79440,1324
670,443,0,79440,1324
1007,390,0,79440,1324
642,363,0,79440,1324
966,512,0,79440,1324
819,248,2,79440,1324
717,418,0,79440,1324
1018,222,2,79440,1324
267,304,0,79440,1324
1053,331,0,79440,1324
718,359,0,79440,1324
215,305,0,79440,1324
592,318,0,79440,1324
52,178,2,79440,1324
244,288,0,79440,1324
240,318,13,79440,1324
491,308,0,79440,1324
472,405,56,79440,1324
512,351,13,79440,1324
1137,236,2,79440,1324
1039,386,0,79440,1324
136,362,24,79440,1324
