1048,492,0,21720,362
1064,399,0,21720,362
475,224,2,21720,362
383,228,2,21720,362
184,341,0,21720,362
320,326,0,21720,362
765,347,0,21720,362
207,311,0,21720,362
254,318,0,21720,362
1018,228,2,21720,362
1105,326,0,21720,362
576,287,0,21720,362
358,407,56,21720,362
503,258,0,21720,362
289,310,0,21720,362
773,245,2,21720,362
489,309,0,21720,362
1187,243,2,21720,362
145,319,0,21720,362
773,246,7,21720,362
998,306,0,21720,362
998,319,0,21720,362
956,306,0,21720,362
443,317,13,21720,362
77,383,56,21720,362
58,180,2,21720,362
1147,350,0,21720,362
1072,554,13,21720,362
