774,497,0,100500,1675
977,639,0,100500,1675
719,381,0,100500,1675
1018,221,2,100500,1675
97,184,2,100500,1675
779,378,0,100500,1675
807,588,0,100500,1675
1110,494,0,100500,1675
192,306,0,100500,1675
359,224,2,100500,1675
22,362,0,100500,1675
251,314,13,100500,1675
414,355,0,100500,1675
51,175,2,100500,1675
390,401,0,100500,1675
233,315,13,100500,1675
110,313,0,100500,1675
587,343,0,100500,1675
1201,279,2,100500,1675
8,235,0,100500,1675
454,314,13,100500,1675
455,388,0,100500,1675
640,278,0,100500,1675
1095,286,0,100500,1675
462,251,0,100500,1675
81,376,56,100500,1675
1199,404,0,100500,1675
522,252,0,100500,1675
491,330,13,100500,1675
