173,215,2,1920,32
794,391,0,1920,32
795,248,2,1920,32
674,369,0,1920,32
1018,233,2,1920,32
1052,502,0,1920,32
980,342,0,1920,32
252,315,0,1920,32
207,314,0,1920,32
553,317,0,1920,32
287,317,0,1920,32
1245,280,2,1920,32
410,353,0,1920,32
359,442,0,1920,32
477,346,0,1920,32
89,365,0,1920,32
467,412,0,1920,32
1082,502,0,1920,32
128,354,0,1920,32
838,328,3,1920,32
838,307,0,1920,32
484,262,0,1920,32
426,315,0,1920,32
487,266,0,1920,32
1184,247,2,1920,32
1075,560,13,1920,32
1150,357,0,1920,32
58,187,2,1920,32
494,270,13,1920,32
512,275,13,1920,32
