712,412,0,13860,231
1080,498,0,13860,231
612,395,0,13860,231
1021,500,0,13860,231
298,224,2,13860,231
495,346,0,13860,231
376,225,2,13860,231
980,257,2,13860,231
129,348,0,13860,231
41,204,2,13860,231
1078,316,0,13860,231
771,341,0,13860,231
805,254,2,13860,231
1017,228,2,13860,231
288,312,0,13860,231
256,312,0,13860,231
421,318,0,13860,231
209,312,0,13860,231
581,320,0,13860,231
501,266,13,13860,231
1186,243,2,13860,231
1157,356,0,13860,231
1260,427,0,13860,231
88,356,0,13860,231
211,252,0,13860,231
697,251,2,13860,231
493,216,0,13860,231
519,348,13,13860,231
58,182,2,13860,231
153,237,0,13860,231
