238,546,0,99060,1651
588,613,0,99060,1651
529,591,0,99060,1651
1017,221,2,99060,1651
1109,493,0,99060,1651
809,363,0,99060,1651
1144,489,0,99060,1651
237,312,13,99060,1651
999,381,0,99060,1651
58,199,2,99060,1651
178,209,2,99060,1651
456,314,13,99060,1651
967,254,2,99060,1651
854,396,0,99060,1651
567,229,2,99060,1651
610,347,0,99060,1651
100,188,2,99060,1651
194,244,1,99060,1651
1129,235,2,99060,1651
773,311,0,99060,1651
17,359,0,99060,1651
463,250,0,99060,1651
627,348,0,99060,1651
603,257,0,99060,1651
396,405,0,99060,1651
358,391,0,99060,1651
856,239,2,99060,1651
497,250,0,99060,1651
522,253,0,99060,1651
352,271,0,99060,1651
643,387,0,99060,1651
935,253,2,99060,1651
990,276,0,99060,1651
1041,506,24,99060,1651
63,234,0,99060,1651
514,351,13,99060,1651
