155,489,0,35160,586
639,578,0,35160,586
746,604,0,35160,586
1043,490,0,35160,586
873,677,0,35160,586
1238,270,2,35160,586
270,212,2,35160,586
1018,225,2,35160,586
210,309,0,35160,586
251,306,0,35160,586
631,237,2,35160,586
454,317,13,35160,586
783,543,0,35160,586
599,315,0,35160,586
1021,290,0,35160,586
494,263,13,35160,586
975,344,0,35160,586
1131,276,2,35160,586
476,358,0,35160,586
775,342,0,35160,586
1148,276,2,35160,586
512,254,0,35160,586
551,256,0,35160,586
50,343,0,35160,586
52,178,2,35160,586
226,320,13,35160,586
701,265,0,35160,586
280,316,13,35160,586
103,362,0,35160,586
628,624,13,35160,586
