748,606,0,27000,450
639,580,0,27000,450
1047,490,0,27000,450
796,565,0,27000,450
280,219,2,27000,450
1018,225,2,27000,450
751,524,0,27000,450
251,307,0,27000,450
206,309,0,27000,450
358,356,0,27000,450
58,316,0,27000,450
416,413,0,27000,450
501,252,0,27000,450
721,268,0,27000,450
442,430,0,27000,450
238,319,13,27000,450
442,318,13,27000,450
408,415,13,27000,450
382,390,0,27000,450
48,178,2,27000,450
628,625,13,27000,450
793,293,1,27000,450
1183,238,2,27000,450
1075,324,0,27000,450
277,316,13,27000,450
488,306,0,27000,450
