547,590,0,35220,587
166,488,0,35220,587
640,578,0,35220,587
746,603,0,35220,587
207,216,2,35220,587
1043,490,0,35220,587
782,543,0,35220,587
1018,225,2,35220,587
455,316,13,35220,587
601,237,2,35220,587
211,309,0,35220,587
821,246,2,35220,587
251,306,0,35220,587
583,325,0,35220,587
476,355,0,35220,587
492,263,13,35220,587
772,342,0,35220,587
1076,296,0,35220,587
37,337,0,35220,587
1106,280,0,35220,587
700,267,0,35220,587
827,350,0,35220,587
218,319,13,35220,587
511,254,0,35220,587
33,195,2,35220,587
58,179,2,35220,587
279,315,13,35220,587
38,379,56,35220,587
792,291,1,35220,587
49,338,0,35220,587
754,309,0,35220,587
893,222,25,35220,587
