1023,255,2,87840,1464
700,407,0,87840,1464
537,360,0,87840,1464
1100,491,0,87840,1464
261,210,2,87840,1464
88,187,2,87840,1464
267,371,0,87840,1464
1151,493,0,87840,1464
750,323,0,87840,1464
421,359,0,87840,1464
289,398,0,87840,1464
950,350,0,87840,1464
1018,222,2,87840,1464
106,347,0,87840,1464
780,328,0,87840,1464
1126,354,0,87840,1464
452,310,0,87840,1464
343,370,0,87840,1464
267,299,0,87840,1464
1184,238,2,87840,1464
1129,236,2,87840,1464
245,288,0,87840,1464
211,305,0,87840,1464
435,317,13,87840,1464
480,259,13,87840,1464
1262,417,0,87840,1464
615,286,0,87840,1464
1042,507,0,87840,1464
323,408,0,87840,1464
499,335,13,87840,1464
286,314,13,87840,1464
