156,200,2,32340,539
750,610,0,32340,539
639,581,0,32340,539
1048,489,0,32340,539
688,377,0,32340,539
777,389,0,32340,539
252,308,0,32340,539
819,579,0,32340,539
45,345,0,32340,539
1018,225,2,32340,539
210,309,0,32340,539
329,414,0,32340,539
820,358,0,32340,539
1050,283,0,32340,539
493,262,13,32340,539
456,318,13,32340,539
281,317,13,32340,539
238,320,13,32340,539
717,269,0,32340,539
487,322,0,32340,539
1073,552,13,32340,539
628,625,13,32340,539
553,254,0,32340,539
1186,241,2,32340,539
39,371,56,32340,539
56,178,2,32340,539
766,319,0,32340,539
689,291,0,32340,539
1268,370,0,32340,539
