640,579,0,34020,567
748,606,0,34020,567
705,343,0,34020,567
783,545,0,34020,567
1055,491,0,34020,567
771,251,2,34020,567
1249,271,2,34020,567
210,416,0,34020,567
1116,269,2,34020,567
868,410,0,34020,567
251,308,0,34020,567
983,340,0,34020,567
1016,226,2,34020,567
211,309,0,34020,567
964,267,2,34020,567
743,239,2,34020,567
40,374,56,34020,567
594,317,0,34020,567
30,351,0,34020,567
587,239,2,34020,567
626,339,0,34020,567
232,320,13,34020,567
447,318,13,34020,567
806,343,0,34020,567
1052,283,0,34020,567
97,323,0,34020,567
505,254,0,34020,567
164,382,0,34020,567
569,239,2,34020,567
1072,553,13,34020,567
551,288,0,34020,567
628,626,13,34020,567
793,297,1,34020,567
478,361,0,34020,567
745,244,2,34020,567
473,261,13,34020,567
280,316,13,34020,567
410,414,13,34020,567
490,306,0,34020,567
183,397,0,34020,567
